time,V(vo),I(Rd)
1.96E-03,4.43E+00,2.27E-03
2.00E-03,4.43E+00,2.27E-03
2.00E-03,4.43E+00,2.27E-03
Step Information: X=134  (Run: 134/1000),,
0.00E+00,4.67E+00,2.15E-03
1.96E-03,4.67E+00,2.15E-03
2.00E-03,4.67E+00,2.15E-03
2.00E-03,4.67E+00,2.15E-03
Step Information: X=135  (Run: 135/1000),,
0.00E+00,4.28E+00,2.37E-03
1.96E-03,4.28E+00,2.37E-03
2.00E-03,4.28E+00,2.37E-03
2.00E-03,4.28E+00,2.37E-03
Step Information: X=136  (Run: 136/1000),,
0.00E+00,4.89E+00,2.07E-03
1.96E-03,4.89E+00,2.07E-03
2.00E-03,4.89E+00,2.07E-03
2.00E-03,4.89E+00,2.07E-03
Step Information: X=137  (Run: 137/1000),,
0.00E+00,4.84E+00,2.08E-03
1.96E-03,4.84E+00,2.08E-03
2.00E-03,4.84E+00,2.08E-03
2.00E-03,4.84E+00,2.08E-03
Step Information: X=138  (Run: 138/1000),,
0.00E+00,4.32E+00,2.32E-03
1.96E-03,4.32E+00,2.32E-03
2.00E-03,4.32E+00,2.32E-03
2.00E-03,4.32E+00,2.32E-03
Step Information: X=139  (Run: 139/1000),,
0.00E+00,4.63E+00,2.18E-03
1.96E-03,4.63E+00,2.18E-03
2.00E-03,4.63E+00,2.18E-03
2.00E-03,4.63E+00,2.18E-03
Step Information: X=140  (Run: 140/1000),,
0.00E+00,4.60E+00,2.19E-03
1.96E-03,4.60E+00,2.19E-03
2.00E-03,4.60E+00,2.19E-03
2.00E-03,4.60E+00,2.19E-03
Step Information: X=141  (Run: 141/1000),,
0.00E+00,4.65E+00,2.19E-03
1.96E-03,4.65E+00,2.19E-03
2.00E-03,4.65E+00,2.19E-03
2.00E-03,4.65E+00,2.19E-03
Step Information: X=142  (Run: 142/1000),,
0.00E+00,4.33E+00,2.33E-03
1.96E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
Step Information: X=143  (Run: 143/1000),,
0.00E+00,4.72E+00,2.12E-03
1.96E-03,4.72E+00,2.12E-03
2.00E-03,4.72E+00,2.12E-03
2.00E-03,4.72E+00,2.12E-03
Step Information: X=144  (Run: 144/1000),,
0.00E+00,4.49E+00,2.27E-03
1.96E-03,4.49E+00,2.27E-03
2.00E-03,4.49E+00,2.27E-03
2.00E-03,4.49E+00,2.27E-03
Step Information: X=145  (Run: 145/1000),,
0.00E+00,4.83E+00,2.09E-03
1.96E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
Step Information: X=146  (Run: 146/1000),,
0.00E+00,4.46E+00,2.28E-03
1.96E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
Step Information: X=147  (Run: 147/1000),,
0.00E+00,4.46E+00,2.29E-03
1.96E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
Step Information: X=148  (Run: 148/1000),,
0.00E+00,4.46E+00,2.28E-03
1.96E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
Step Information: X=149  (Run: 149/1000),,
0.00E+00,4.46E+00,2.26E-03
1.96E-03,4.46E+00,2.26E-03
2.00E-03,4.46E+00,2.26E-03
2.00E-03,4.46E+00,2.26E-03
Step Information: X=150  (Run: 150/1000),,
0.00E+00,4.47E+00,2.26E-03
1.96E-03,4.47E+00,2.26E-03
2.00E-03,4.47E+00,2.26E-03
2.00E-03,4.47E+00,2.26E-03
Step Information: X=151  (Run: 151/1000),,
0.00E+00,4.43E+00,2.27E-03
1.96E-03,4.43E+00,2.27E-03
2.00E-03,4.43E+00,2.27E-03
2.00E-03,4.43E+00,2.27E-03
Step Information: X=152  (Run: 152/1000),,
0.00E+00,4.31E+00,2.33E-03
1.96E-03,4.31E+00,2.33E-03
2.00E-03,4.31E+00,2.33E-03
2.00E-03,4.31E+00,2.33E-03
Step Information: X=153  (Run: 153/1000),,
0.00E+00,4.35E+00,2.32E-03
1.96E-03,4.35E+00,2.32E-03
2.00E-03,4.35E+00,2.32E-03
2.00E-03,4.35E+00,2.32E-03
Step Information: X=154  (Run: 154/1000),,
0.00E+00,4.98E+00,1.99E-03
1.96E-03,4.98E+00,1.99E-03
2.00E-03,4.98E+00,1.99E-03
2.00E-03,4.98E+00,1.99E-03
Step Information: X=155  (Run: 155/1000),,
0.00E+00,5.51E+00,1.75E-03
1.96E-03,5.51E+00,1.75E-03
2.00E-03,5.51E+00,1.75E-03
2.00E-03,5.51E+00,1.75E-03
Step Information: X=156  (Run: 156/1000),,
0.00E+00,4.63E+00,2.18E-03
1.96E-03,4.63E+00,2.18E-03
2.00E-03,4.63E+00,2.18E-03
2.00E-03,4.63E+00,2.18E-03
Step Information: X=157  (Run: 157/1000),,
0.00E+00,5.22E+00,1.88E-03
1.96E-03,5.22E+00,1.88E-03
2.00E-03,5.22E+00,1.88E-03
2.00E-03,5.22E+00,1.88E-03
Step Information: X=158  (Run: 158/1000),,
0.00E+00,5.05E+00,1.98E-03
1.96E-03,5.05E+00,1.98E-03
2.00E-03,5.05E+00,1.98E-03
2.00E-03,5.05E+00,1.98E-03
Step Information: X=159  (Run: 159/1000),,
0.00E+00,4.68E+00,2.14E-03
1.96E-03,4.68E+00,2.14E-03
2.00E-03,4.68E+00,2.14E-03
2.00E-03,4.68E+00,2.14E-03
Step Information: X=160  (Run: 160/1000),,
0.00E+00,4.32E+00,2.35E-03
1.96E-03,4.32E+00,2.35E-03
2.00E-03,4.32E+00,2.35E-03
2.00E-03,4.32E+00,2.35E-03
Step Information: X=161  (Run: 161/1000),,
0.00E+00,4.61E+00,2.21E-03
1.96E-03,4.61E+00,2.21E-03
2.00E-03,4.61E+00,2.21E-03
2.00E-03,4.61E+00,2.21E-03
Step Information: X=162  (Run: 162/1000),,
0.00E+00,4.47E+00,2.28E-03
1.96E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
Step Information: X=163  (Run: 163/1000),,
0.00E+00,4.77E+00,2.11E-03
1.96E-03,4.77E+00,2.11E-03
2.00E-03,4.77E+00,2.11E-03
2.00E-03,4.77E+00,2.11E-03
Step Information: X=164  (Run: 164/1000),,
0.00E+00,4.43E+00,2.29E-03
1.96E-03,4.43E+00,2.29E-03
2.00E-03,4.43E+00,2.29E-03
2.00E-03,4.43E+00,2.29E-03
Step Information: X=165  (Run: 165/1000),,
0.00E+00,4.48E+00,2.26E-03
1.96E-03,4.48E+00,2.26E-03
2.00E-03,4.48E+00,2.26E-03
2.00E-03,4.48E+00,2.26E-03
Step Information: X=166  (Run: 166/1000),,
0.00E+00,4.46E+00,2.28E-03
1.96E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
2.00E-03,4.46E+00,2.28E-03
Step Information: X=167  (Run: 167/1000),,
0.00E+00,4.50E+00,2.25E-03
1.96E-03,4.50E+00,2.25E-03
2.00E-03,4.50E+00,2.25E-03
2.00E-03,4.50E+00,2.25E-03
Step Information: X=168  (Run: 168/1000),,
0.00E+00,4.83E+00,2.09E-03
1.96E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
Step Information: X=169  (Run: 169/1000),,
0.00E+00,4.57E+00,2.21E-03
1.96E-03,4.57E+00,2.21E-03
2.00E-03,4.57E+00,2.21E-03
2.00E-03,4.57E+00,2.21E-03
Step Information: X=170  (Run: 170/1000),,
0.00E+00,4.79E+00,2.10E-03
1.96E-03,4.79E+00,2.10E-03
2.00E-03,4.79E+00,2.10E-03
2.00E-03,4.79E+00,2.10E-03
Step Information: X=171  (Run: 171/1000),,
0.00E+00,4.43E+00,2.29E-03
1.96E-03,4.43E+00,2.29E-03
2.00E-03,4.43E+00,2.29E-03
2.00E-03,4.43E+00,2.29E-03
Step Information: X=172  (Run: 172/1000),,
0.00E+00,4.61E+00,2.22E-03
1.96E-03,4.61E+00,2.22E-03
2.00E-03,4.61E+00,2.22E-03
2.00E-03,4.61E+00,2.22E-03
Step Information: X=173  (Run: 173/1000),,
0.00E+00,4.30E+00,2.35E-03
1.96E-03,4.30E+00,2.35E-03
2.00E-03,4.30E+00,2.35E-03
2.00E-03,4.30E+00,2.35E-03
Step Information: X=174  (Run: 174/1000),,
0.00E+00,4.61E+00,2.22E-03
1.96E-03,4.61E+00,2.22E-03
2.00E-03,4.61E+00,2.22E-03
2.00E-03,4.61E+00,2.22E-03
Step Information: X=175  (Run: 175/1000),,
0.00E+00,4.38E+00,2.30E-03
1.96E-03,4.38E+00,2.30E-03
2.00E-03,4.38E+00,2.30E-03
2.00E-03,4.38E+00,2.30E-03
Step Information: X=176  (Run: 176/1000),,
0.00E+00,4.60E+00,2.21E-03
1.96E-03,4.60E+00,2.21E-03
2.00E-03,4.60E+00,2.21E-03
2.00E-03,4.60E+00,2.21E-03
Step Information: X=177  (Run: 177/1000),,
0.00E+00,4.37E+00,2.34E-03
1.96E-03,4.37E+00,2.34E-03
2.00E-03,4.37E+00,2.34E-03
2.00E-03,4.37E+00,2.34E-03
Step Information: X=178  (Run: 178/1000),,
0.00E+00,4.52E+00,2.23E-03
1.96E-03,4.52E+00,2.23E-03
2.00E-03,4.52E+00,2.23E-03
2.00E-03,4.52E+00,2.23E-03
Step Information: X=179  (Run: 179/1000),,
0.00E+00,4.55E+00,2.21E-03
1.96E-03,4.55E+00,2.21E-03
2.00E-03,4.55E+00,2.21E-03
2.00E-03,4.55E+00,2.21E-03
Step Information: X=180  (Run: 180/1000),,
0.00E+00,5.01E+00,2.01E-03
1.96E-03,5.01E+00,2.01E-03
2.00E-03,5.01E+00,2.01E-03
2.00E-03,5.01E+00,2.01E-03
Step Information: X=181  (Run: 181/1000),,
0.00E+00,4.39E+00,2.29E-03
1.96E-03,4.39E+00,2.29E-03
2.00E-03,4.39E+00,2.29E-03
2.00E-03,4.39E+00,2.29E-03
Step Information: X=182  (Run: 182/1000),,
0.00E+00,4.46E+00,2.29E-03
1.96E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
Step Information: X=183  (Run: 183/1000),,
0.00E+00,4.45E+00,2.29E-03
1.96E-03,4.45E+00,2.29E-03
2.00E-03,4.45E+00,2.29E-03
2.00E-03,4.45E+00,2.29E-03
Step Information: X=184  (Run: 184/1000),,
0.00E+00,4.63E+00,2.17E-03
1.96E-03,4.63E+00,2.17E-03
2.00E-03,4.63E+00,2.17E-03
2.00E-03,4.63E+00,2.17E-03
Step Information: X=185  (Run: 185/1000),,
0.00E+00,4.59E+00,2.18E-03
1.96E-03,4.59E+00,2.18E-03
2.00E-03,4.59E+00,2.18E-03
2.00E-03,4.59E+00,2.18E-03
Step Information: X=186  (Run: 186/1000),,
0.00E+00,4.91E+00,2.06E-03
1.96E-03,4.91E+00,2.06E-03
2.00E-03,4.91E+00,2.06E-03
2.00E-03,4.91E+00,2.06E-03
Step Information: X=187  (Run: 187/1000),,
0.00E+00,5.20E+00,1.91E-03
1.96E-03,5.20E+00,1.91E-03
2.00E-03,5.20E+00,1.91E-03
2.00E-03,5.20E+00,1.91E-03
Step Information: X=188  (Run: 188/1000),,
0.00E+00,4.46E+00,2.26E-03
1.96E-03,4.46E+00,2.26E-03
2.00E-03,4.46E+00,2.26E-03
2.00E-03,4.46E+00,2.26E-03
Step Information: X=189  (Run: 189/1000),,
0.00E+00,4.44E+00,2.28E-03
1.96E-03,4.44E+00,2.28E-03
2.00E-03,4.44E+00,2.28E-03
2.00E-03,4.44E+00,2.28E-03
Step Information: X=190  (Run: 190/1000),,
0.00E+00,4.47E+00,2.28E-03
1.96E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
Step Information: X=191  (Run: 191/1000),,
0.00E+00,4.31E+00,2.33E-03
1.96E-03,4.31E+00,2.33E-03
2.00E-03,4.31E+00,2.33E-03
2.00E-03,4.31E+00,2.33E-03
Step Information: X=192  (Run: 192/1000),,
0.00E+00,4.70E+00,2.14E-03
1.96E-03,4.70E+00,2.14E-03
2.00E-03,4.70E+00,2.14E-03
2.00E-03,4.70E+00,2.14E-03
Step Information: X=193  (Run: 193/1000),,
0.00E+00,4.37E+00,2.31E-03
1.96E-03,4.37E+00,2.31E-03
2.00E-03,4.37E+00,2.31E-03
2.00E-03,4.37E+00,2.31E-03
Step Information: X=194  (Run: 194/1000),,
0.00E+00,4.45E+00,2.30E-03
1.96E-03,4.45E+00,2.30E-03
2.00E-03,4.45E+00,2.30E-03
2.00E-03,4.45E+00,2.30E-03
Step Information: X=195  (Run: 195/1000),,
0.00E+00,5.12E+00,1.93E-03
1.96E-03,5.12E+00,1.93E-03
2.00E-03,5.12E+00,1.93E-03
2.00E-03,5.12E+00,1.93E-03
Step Information: X=196  (Run: 196/1000),,
0.00E+00,4.66E+00,2.16E-03
1.96E-03,4.66E+00,2.16E-03
2.00E-03,4.66E+00,2.16E-03
2.00E-03,4.66E+00,2.16E-03
Step Information: X=197  (Run: 197/1000),,
0.00E+00,4.53E+00,2.25E-03
1.96E-03,4.53E+00,2.25E-03
2.00E-03,4.53E+00,2.25E-03
2.00E-03,4.53E+00,2.25E-03
Step Information: X=198  (Run: 198/1000),,
0.00E+00,4.51E+00,2.24E-03
1.96E-03,4.51E+00,2.24E-03
2.00E-03,4.51E+00,2.24E-03
2.00E-03,4.51E+00,2.24E-03
Step Information: X=199  (Run: 199/1000),,
0.00E+00,4.93E+00,2.05E-03
1.96E-03,4.93E+00,2.05E-03
2.00E-03,4.93E+00,2.05E-03
2.00E-03,4.93E+00,2.05E-03
Step Information: X=200  (Run: 200/1000),,
0.00E+00,4.51E+00,2.26E-03
1.96E-03,4.51E+00,2.26E-03
2.00E-03,4.51E+00,2.26E-03
2.00E-03,4.51E+00,2.26E-03
Step Information: X=201  (Run: 201/1000),,
0.00E+00,4.19E+00,2.39E-03
1.96E-03,4.19E+00,2.39E-03
2.00E-03,4.19E+00,2.39E-03
2.00E-03,4.19E+00,2.39E-03
Step Information: X=202  (Run: 202/1000),,
0.00E+00,4.37E+00,2.33E-03
1.96E-03,4.37E+00,2.33E-03
2.00E-03,4.37E+00,2.33E-03
2.00E-03,4.37E+00,2.33E-03
Step Information: X=203  (Run: 203/1000),,
0.00E+00,5.19E+00,1.89E-03
1.96E-03,5.19E+00,1.89E-03
2.00E-03,5.19E+00,1.89E-03
2.00E-03,5.19E+00,1.89E-03
Step Information: X=204  (Run: 204/1000),,
0.00E+00,4.81E+00,2.11E-03
1.96E-03,4.81E+00,2.11E-03
2.00E-03,4.81E+00,2.11E-03
2.00E-03,4.81E+00,2.11E-03
Step Information: X=205  (Run: 205/1000),,
0.00E+00,4.50E+00,2.23E-03
1.96E-03,4.50E+00,2.23E-03
2.00E-03,4.50E+00,2.23E-03
2.00E-03,4.50E+00,2.23E-03
Step Information: X=206  (Run: 206/1000),,
0.00E+00,4.37E+00,2.30E-03
1.96E-03,4.37E+00,2.30E-03
2.00E-03,4.37E+00,2.30E-03
2.00E-03,4.37E+00,2.30E-03
Step Information: X=207  (Run: 207/1000),,
0.00E+00,4.34E+00,2.35E-03
1.96E-03,4.34E+00,2.35E-03
2.00E-03,4.34E+00,2.35E-03
2.00E-03,4.34E+00,2.35E-03
Step Information: X=208  (Run: 208/1000),,
0.00E+00,4.45E+00,2.26E-03
1.96E-03,4.45E+00,2.26E-03
2.00E-03,4.45E+00,2.26E-03
2.00E-03,4.45E+00,2.26E-03
Step Information: X=209  (Run: 209/1000),,
0.00E+00,4.68E+00,2.15E-03
1.96E-03,4.68E+00,2.15E-03
2.00E-03,4.68E+00,2.15E-03
2.00E-03,4.68E+00,2.15E-03
Step Information: X=210  (Run: 210/1000),,
0.00E+00,4.33E+00,2.33E-03
1.96E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
Step Information: X=211  (Run: 211/1000),,
0.00E+00,4.83E+00,2.09E-03
1.96E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
2.00E-03,4.83E+00,2.09E-03
Step Information: X=212  (Run: 212/1000),,
0.00E+00,4.36E+00,2.30E-03
1.96E-03,4.36E+00,2.30E-03
2.00E-03,4.36E+00,2.30E-03
2.00E-03,4.36E+00,2.30E-03
Step Information: X=213  (Run: 213/1000),,
0.00E+00,4.38E+00,2.32E-03
1.96E-03,4.38E+00,2.32E-03
2.00E-03,4.38E+00,2.32E-03
2.00E-03,4.38E+00,2.32E-03
Step Information: X=214  (Run: 214/1000),,
0.00E+00,4.36E+00,2.31E-03
1.96E-03,4.36E+00,2.31E-03
2.00E-03,4.36E+00,2.31E-03
2.00E-03,4.36E+00,2.31E-03
Step Information: X=215  (Run: 215/1000),,
0.00E+00,4.64E+00,2.16E-03
1.96E-03,4.64E+00,2.16E-03
2.00E-03,4.64E+00,2.16E-03
2.00E-03,4.64E+00,2.16E-03
Step Information: X=216  (Run: 216/1000),,
0.00E+00,4.88E+00,2.07E-03
1.96E-03,4.88E+00,2.07E-03
2.00E-03,4.88E+00,2.07E-03
2.00E-03,4.88E+00,2.07E-03
Step Information: X=217  (Run: 217/1000),,
0.00E+00,5.06E+00,1.98E-03
1.96E-03,5.06E+00,1.98E-03
2.00E-03,5.06E+00,1.98E-03
2.00E-03,5.06E+00,1.98E-03
Step Information: X=218  (Run: 218/1000),,
0.00E+00,4.44E+00,2.26E-03
1.96E-03,4.44E+00,2.26E-03
2.00E-03,4.44E+00,2.26E-03
2.00E-03,4.44E+00,2.26E-03
Step Information: X=219  (Run: 219/1000),,
0.00E+00,4.33E+00,2.33E-03
1.96E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
2.00E-03,4.33E+00,2.33E-03
Step Information: X=220  (Run: 220/1000),,
0.00E+00,4.52E+00,2.26E-03
1.96E-03,4.52E+00,2.26E-03
2.00E-03,4.52E+00,2.26E-03
2.00E-03,4.52E+00,2.26E-03
Step Information: X=221  (Run: 221/1000),,
0.00E+00,4.29E+00,2.33E-03
1.96E-03,4.29E+00,2.33E-03
2.00E-03,4.29E+00,2.33E-03
2.00E-03,4.29E+00,2.33E-03
Step Information: X=222  (Run: 222/1000),,
0.00E+00,5.33E+00,1.83E-03
1.96E-03,5.33E+00,1.83E-03
2.00E-03,5.33E+00,1.83E-03
2.00E-03,5.33E+00,1.83E-03
Step Information: X=223  (Run: 223/1000),,
0.00E+00,4.28E+00,2.35E-03
1.96E-03,4.28E+00,2.35E-03
2.00E-03,4.28E+00,2.35E-03
2.00E-03,4.28E+00,2.35E-03
Step Information: X=224  (Run: 224/1000),,
0.00E+00,4.46E+00,2.29E-03
1.96E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
2.00E-03,4.46E+00,2.29E-03
Step Information: X=225  (Run: 225/1000),,
0.00E+00,4.52E+00,2.24E-03
1.96E-03,4.52E+00,2.24E-03
2.00E-03,4.52E+00,2.24E-03
2.00E-03,4.52E+00,2.24E-03
Step Information: X=226  (Run: 226/1000),,
0.00E+00,4.30E+00,2.34E-03
1.96E-03,4.30E+00,2.34E-03
2.00E-03,4.30E+00,2.34E-03
2.00E-03,4.30E+00,2.34E-03
Step Information: X=227  (Run: 227/1000),,
0.00E+00,4.53E+00,2.24E-03
1.96E-03,4.53E+00,2.24E-03
2.00E-03,4.53E+00,2.24E-03
2.00E-03,4.53E+00,2.24E-03
Step Information: X=228  (Run: 228/1000),,
0.00E+00,4.33E+00,2.34E-03
1.96E-03,4.33E+00,2.34E-03
2.00E-03,4.33E+00,2.34E-03
2.00E-03,4.33E+00,2.34E-03
Step Information: X=229  (Run: 229/1000),,
0.00E+00,5.47E+00,1.77E-03
1.96E-03,5.47E+00,1.77E-03
2.00E-03,5.47E+00,1.77E-03
2.00E-03,5.47E+00,1.77E-03
Step Information: X=230  (Run: 230/1000),,
0.00E+00,4.66E+00,2.15E-03
1.96E-03,4.66E+00,2.15E-03
2.00E-03,4.66E+00,2.15E-03
2.00E-03,4.66E+00,2.15E-03
Step Information: X=231  (Run: 231/1000),,
0.00E+00,4.54E+00,2.23E-03
1.96E-03,4.54E+00,2.23E-03
2.00E-03,4.54E+00,2.23E-03
2.00E-03,4.54E+00,2.23E-03
Step Information: X=232  (Run: 232/1000),,
0.00E+00,4.52E+00,2.25E-03
1.96E-03,4.52E+00,2.25E-03
2.00E-03,4.52E+00,2.25E-03
2.00E-03,4.52E+00,2.25E-03
Step Information: X=233  (Run: 233/1000),,
0.00E+00,4.44E+00,2.28E-03
1.96E-03,4.44E+00,2.28E-03
2.00E-03,4.44E+00,2.28E-03
2.00E-03,4.44E+00,2.28E-03
Step Information: X=234  (Run: 234/1000),,
0.00E+00,4.47E+00,2.28E-03
1.96E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
2.00E-03,4.47E+00,2.28E-03
Step Information: X=235  (Run: 235/1000),,
0.00E+00,4.34E+00,2.33E-03
1.96E-03,4.34E+00,2.33E-03
2.00E-03,4.34E+00,2.33E-03
2.00E-03,4.34E+00,2.33E-03
Step Information: X=236  (Run: 236/1000),,
0.00E+00,4.74E+00,2.14E-03
1.96E-03,4.74E+00,2.14E-03
2.00E-03,4.74E+00,2.14E-03
2.00E-03,4.74E+00,2.14E-03
Step Information: X=237  (Run: 237/1000),,
0.00E+00,5.25E+00,1.89E-03
1.96E-03,5.25E+00,1.89E-03
2.00E-03,5.25E+00,1.89E-03
2.00E-03,5.25E+00,1.89E-03
Step Information: X=238  (Run: 238/1000),,
0.00E+00,4.70E+00,2.13E-03
1.96E-03,4.70E+00,2.13E-03
2.00E-03,4.70E+00,2.13E-03
2.00E-03,4.70E+00,2.13E-03
Step Information: X=239  (Run: 239/1000),,
0.00E+00,5.20E+00,1.92E-03
1.96E-03,5.20E+00,1.92E-03
2.00E-03,5.20E+00,1.92E-03
2.00E-03,5.20E+00,1.92E-03
Step Information: X=240  (Run: 240/1000),,
0.00E+00,4.56E+00,2.24E-03
1.96E-03,4.56E+00,2.24E-03
2.00E-03,4.56E+00,2.24E-03
2.00E-03,4.56E+00,2.24E-03
Step Information: X=241  (Run: 241/1000),,
0.00E+00,4.56E+00,2.23E-03
1.96E-03,4.56E+00,2.23E-03
2.00E-03,4.56E+00,2.23E-03
2.00E-03,4.56E+00,2.23E-03
Step Information: X=242  (Run: 242/1000),,
0.00E+00,4.47E+00,2.27E-03
1.96E-03,4.47E+00,2.27E-03
2.00E-03,4.47E+00,2.27E-03
2.00E-03,4.47E+00,2.27E-03
Step Information: X=243  (Run: 243/1000),,
0.00E+00,4.25E+00,2.36E-03
1.96E-03,4.25E+00,2.36E-03
2.00E-03,4.25E+00,2.36E-03
2.00E-03,4.25E+00,2.36E-03
Step Information: X=244  (Run: 244/1000),,
0.00E+00,4.40E+00,2.31E-03
1.96E-03,4.40E+00,2.31E-03
2.00E-03,4.40E+00,2.31E-03
2.00E-03,4.40E+00,2.31E-03
Step Information: X=245  (Run: 245/1000),,
0.00E+00,4.52E+00,2.24E-03
1.96E-03,4.52E+00,2.24E-03
2.00E-03,4.52E+00,2.24E-03
2.00E-03,4.52E+00,2.24E-03
Step Information: X=246  (Run: 246/1000),,
0.00E+00,4.33E+00,2.32E-03
1.96E-03,4.33E+00,2.32E-03
2.00E-03,4.33E+00,2.32E-03
2.00E-03,4.33E+00,2.32E-03
Step Information: X=247  (Run: 247/1000),,
0.00E+00,4.35E+00,2.31E-03
1.96E-03,4.35E+00,2.31E-03
2.00E-03,4.35E+00,2.31E-03
2.00E-03,4.35E+00,2.31E-03
Step Information: X=248  (Run: 248/1000),,
0.00E+00,5.35E+00,1.81E-03
1.96E-03,5.35E+00,1.81E-03
2.00E-03,5.35E+00,1.81E-03
2.00E-03,5.35E+00,1.81E-03
Step Information: X=249  (Run: 249/1000),,
0.00E+00,4.58E+00,2.23E-03
1.96E-03,4.58E+00,2.23E-03
2.00E-03,4.58E+00,2.23E-03
2.00E-03,4.58E+00,2.23E-03
Step Information: X=250  (Run: 250/1000),,
0.00E+00,4.96E+00,2.03E-03
1.96E-03,4.96E+00,2.03E-03
2.00E-03,4.96E+00,2.03E-03
2.00E-03,4.96E+00,2.03E-03
Step Information: X=251  (Run: 251/1000),,
0.00E+00,4.94E+00,2.05E-03
1.96E-03,4.94E+00,2.05E-03
2.00E-03,4.94E+00,2.05E-03
2.00E-03,4.94E+00,2.05E-03
Step Information: X=252  (Run: 252/1000),,
0.00E+00,4.32E+00,2.32E-03
1.96E-03,4.32E+00,2.32E-03
2.00E-03,4.32E+00,2.32E-03
2.00E-03,4.32E+00,2.32E-03
Step Information: X=253  (Run: 253/1000),,
0.00E+00,4.48E+00,2.27E-03
1.96E-03,4.48E+00,2.27E-03
2.00E-03,4.48E+00,2.27E-03
2.00E-03,4.48E+00,2.27E-03
Step Information: X=254  (Run: 254/1000),,
0.00E+00,4.81E+00,2.08E-03
1.96E-03,4.81E+00,2.08E-03
2.00E-03,4.81E+00,2.08E-03
2.00E-03,4.81E+00,2.08E-03
Step Information: X=255  (Run: 255/1000),,
0.00E+00,4.29E+00,2.35E-03
1.96E-03,4.29E+00,2.35E-03
2.00E-03,4.29E+00,2.35E-03
2.00E-03,4.29E+00,2.35E-03
Step Information: X=256  (Run: 256/1000),,
0.00E+00,4.50E+00,2.23E-03
1.96E-03,4.50E+00,2.23E-03
2.00E-03,4.50E+00,2.23E-03
2.00E-03,4.50E+00,2.23E-03
Step Information: X=257  (Run: 257/1000),,
0.00E+00,4.49E+00,2.26E-03
1.96E-03,4.49E+00,2.26E-03
2.00E-03,4.49E+00,2.26E-03
2.00E-03,4.49E+00,2.26E-03
Step Information: X=258  (Run: 258/1000),,
0.00E+00,4.54E+00,2.24E-03
1.96E-03,4.54E+00,2.24E-03
2.00E-03,4.54E+00,2.24E-03
2.00E-03,4.54E+00,2.24E-03
Step Information: X=259  (Run: 259/1000),,
0.00E+00,4.32E+00,2.34E-03
1.96E-03,4.32E+00,2.34E-03
2.00E-03,4.32E+00,2.34E-03
2.00E-03,4.32E+00,2.34E-03
Step Information: X=260  (Run: 260/1000),,
0.00E+00,4.82E+00,2.08E-03
1.96E-03,4.82E+00,2.08E-03
2.00E-03,4.82E+00,2.08E-03
2.00E-03,4.82E+00,2.08E-03
Step Information: X=261  (Run: 261/1000),,
0.00E+00,4.46E+00,2.25E-03
1.96E-03,4.46E+00,2.25E-03
2.00E-03,4.46E+00,2.25E-03
2.00E-03,4.46E+00,2.25E-03
Step Information: X=262  (Run: 262/1000),,
0.00E+00,4.78E+00,2.12E-03
1.96E-03,4.78E+00,2.12E-03
2.00E-03,4.78E+00,2.12E-03
2.00E-03,4.78E+00,2.12E-03
Step Information: X=263  (Run: 263/1000),,
0.00E+00,4.38E+00,2.29E-03
1.96E-03,4.38E+00,2.29E-03
2.00E-03,4.38E+00,2.29E-03
2.00E-03,4.38E+00,2.29E-03
Step Information: X=264  (Run: 264/1000),,
0.00E+00,4.49E+00,2.27E-03
1.96E-03,4.49E+00,2.27E-03
2.00E-03,4.49E+00,2.27E-03
2.00E-03,4.49E+00,2.27E-03
Step Information: X=265  (Run: 265/1000),,
0.00E+00,4.27E+00,2.37E-03
1.96E-03,4.27E+00,2.37E-03
2.00E-03,4.27E+00,2.37E-03
2.00E-03,4.27E+00,2.37E-03
Step Information: X=266  (Run: 266/1000),,
0.00E+00,4.37E+00,2.31E-03
1.96E-03,4.37E+00,2.31E-03
